"CID10","OPC","CAT","SUBCAT","DESCR","RESTRSEXO"
"W247","","N","S","W24.7 Fazenda","5"
"W248","","N","S","W24.8 Outr locais espec","5"
"W249","","N","S","W24.9 Local NE","5"
"W25","","S","N","W25   Contato c/vidro cortante","5"
"W250","","N","S","W25.0 Residencia","5"
"W251","","N","S","W25.1 Habitacao coletiva","5"
"W252","","N","S","W25.2 Escolas outr instit areas admin publica","5"
"W253","","N","S","W25.3 Area p/a pratica de esportes e atletismo","5"
"W254","","N","S","W25.4 Rua e estrada","5"
"W255","","N","S","W25.5 Areas de comercio e de servicos","5"
"W256","","N","S","W25.6 Areas industriais e em construcao","5"
"W257","","N","S","W25.7 Fazenda","5"
"W258","","N","S","W25.8 Outr locais espec","5"
"W259","","N","S","W25.9 Local NE","5"
"W26","","S","N","W26   Contato c/faca espada e punhal","5"
"W260","","N","S","W26.0 Residencia","5"
"W261","","N","S","W26.1 Habitacao coletiva","5"
"W262","","N","S","W26.2 Escolas outr instit areas admin publica","5"
"W263","","N","S","W26.3 Area p/a pratica de esportes e atletismo","5"
"W264","","N","S","W26.4 Rua e estrada","5"
"W265","","N","S","W26.5 Areas de comercio e de servicos","5"
"W266","","N","S","W26.6 Areas industriais e em construcao","5"
"W267","","N","S","W26.7 Fazenda","5"
"W268","","N","S","W26.8 Outr locais espec","5"
"W269","","N","S","W26.9 Local NE","5"
"W27","","S","N","W27   Contato c/ferramentas manuais s/motor","5"
"W270","","N","S","W27.0 Residencia","5"
"W271","","N","S","W27.1 Habitacao coletiva","5"
"W272","","N","S","W27.2 Escolas outr instit areas admin publica","5"
"W273","","N","S","W27.3 Area p/a pratica de esportes e atletismo","5"
"W274","","N","S","W27.4 Rua e estrada","5"
"W275","","N","S","W27.5 Areas de comercio e de servicos","5"
"W276","","N","S","W27.6 Areas industriais e em construcao","5"
"W277","","N","S","W27.7 Fazenda","5"
"W278","","N","S","W27.8 Outr locais espec","5"
"W279","","N","S","W27.9 Local NE","5"
"W28","","S","N","W28   Contato segadeira mot p/cortar aparar grama","5"
"W280","","N","S","W28.0 Residencia","5"
"W281","","N","S","W28.1 Habitacao coletiva","5"
"W282","","N","S","W28.2 Escolas outr instit areas admin publica","5"
"W283","","N","S","W28.3 Area p/a pratica de esportes e atletismo","5"
"W284","","N","S","W28.4 Rua e estrada","5"
"W285","","N","S","W28.5 Areas de comercio e de servicos","5"
"W286","","N","S","W28.6 Areas industriais e em construcao","5"
"W287","","N","S","W28.7 Fazenda","5"
"W288","","N","S","W28.8 Outr locais espec","5"
"W289","","N","S","W28.9 Local NE","5"
"W29","","S","N","W29   Contat out utens manuais ap domest equip mot","5"
"W290","","N","S","W29.0 Residencia","5"
"W291","","N","S","W29.1 Habitacao coletiva","5"
"W292","","N","S","W29.2 Escolas outr instit areas admin publica","5"
"W293","","N","S","W29.3 Area p/a pratica de esportes e atletismo","5"
"W294","","N","S","W29.4 Rua e estrada","5"
"W295","","N","S","W29.5 Areas de comercio e de servicos","5"
"W296","","N","S","W29.6 Areas industriais e em construcao","5"
"W297","","N","S","W29.7 Fazenda","5"
"W298","","N","S","W29.8 Outr locais espec","5"
"W299","","N","S","W29.9 Local NE","5"
"W30","","S","N","W30   Contato c/maquinaria agricola","5"
"W300","","N","S","W30.0 Residencia","5"
"W301","","N","S","W30.1 Habitacao coletiva","5"
"W302","","N","S","W30.2 Escolas outr instit areas admin publica","5"
"W303","","N","S","W30.3 Area p/a pratica de esportes e atletismo","5"
"W304","","N","S","W30.4 Rua e estrada","5"
"W305","","N","S","W30.5 Areas de comercio e de servicos","5"
"W306","","N","S","W30.6 Areas industriais e em construcao","5"
"W307","","N","S","W30.7 Fazenda","5"
"W308","","N","S","W30.8 Outr locais espec","5"
"W309","","N","S","W30.9 Local NE","5"
"W31","","S","N","W31   Contato c/outr maquinas e c/as NE","5"
"W310","","N","S","W31.0 Residencia","5"
"W311","","N","S","W31.1 Habitacao coletiva","5"
"W312","","N","S","W31.2 Escolas outr instit areas admin publica","5"
"W313","","N","S","W31.3 Area p/a pratica de esportes e atletismo","5"
"W314","","N","S","W31.4 Rua e estrada","5"
"W315","","N","S","W31.5 Areas de comercio e de servicos","5"
"W316","","N","S","W31.6 Areas industriais e em construcao","5"
"W317","","N","S","W31.7 Fazenda","5"
"W318","","N","S","W31.8 Outr locais espec","5"
"W319","","N","S","W31.9 Local NE","5"
"W32","","S","N","W32   Projetil de revolver","5"
"W320","","N","S","W32.0 Residencia","5"
"W321","","N","S","W32.1 Habitacao coletiva","5"
"W322","","N","S","W32.2 Escolas outr instit areas admin publica","5"
"W323","","N","S","W32.3 Area p/a pratica de esportes e atletismo","5"
"W324","","N","S","W32.4 Rua e estrada","5"
"W325","","N","S","W32.5 Areas de comercio e de servicos","5"
"W326","","N","S","W32.6 Areas industriais e em construcao","5"
"W327","","N","S","W32.7 Fazenda","5"
"W328","","N","S","W32.8 Outr locais espec","5"
"W329","","N","S","W32.9 Local NE","5"
"W33","","S","N","W33   Rifle espingarda armas fogo de maior tamanho","5"
"W330","","N","S","W33.0 Residencia","5"
"W331","","N","S","W33.1 Habitacao coletiva","5"
"W332","","N","S","W33.2 Escolas outr instit areas admin publica","5"
"W333","","N","S","W33.3 Area p/a pratica de esportes e atletismo","5"
"W334","","N","S","W33.4 Rua e estrada","5"
"W335","","N","S","W33.5 Areas de comercio e de servicos","5"
"W336","","N","S","W33.6 Areas industriais e em construcao","5"
"W337","","N","S","W33.7 Fazenda","5"
"W338","","N","S","W33.8 Outr locais espec","5"
"W339","","N","S","W33.9 Local NE","5"
"W34","","S","N","W34   Projeteis de outr armas de fogo e das NE","5"
"W340","","N","S","W34.0 Residencia","5"
"W341","","N","S","W34.1 Habitacao coletiva","5"
"W342","","N","S","W34.2 Escolas outr instit areas admin publica","5"
"W343","","N","S","W34.3 Area p/a pratica de esportes e atletismo","5"
"W344","","N","S","W34.4 Rua e estrada","5"
"W345","","N","S","W34.5 Areas de comercio e de servicos","5"
"W346","","N","S","W34.6 Areas industriais e em construcao","5"
"W347","","N","S","W34.7 Fazenda","5"
"W348","","N","S","W34.8 Outr locais espec","5"
"W349","","N","S","W34.9 Local NE","5"
"W35","","S","N","W35   Explosao ou ruptura de caldeira","5"
"W350","","N","S","W35.0 Residencia","5"
"W351","","N","S","W35.1 Habitacao coletiva","5"
"W352","","N","S","W35.2 Escolas outr instit areas admin publica","5"
"W353","","N","S","W35.3 Area p/a pratica de esportes e atletismo","5"
"W354","","N","S","W35.4 Rua e estrada","5"
"W355","","N","S","W35.5 Areas de comercio e de servicos","5"
"W356","","N","S","W35.6 Areas industriais e em construcao","5"
"W357","","N","S","W35.7 Fazenda","5"
"W358","","N","S","W35.8 Outr locais espec","5"
"W359","","N","S","W35.9 Local NE","5"
"W36","","S","N","W36   Explosao ou ruptura de cilindro de gas","5"
"W360","","N","S","W36.0 Residencia","5"
"W361","","N","S","W36.1 Habitacao coletiva","5"
"W362","","N","S","W36.2 Escolas outr instit areas admin publica","5"
"W363","","N","S","W36.3 Area p/a pratica de esportes e atletismo","5"
"W364","","N","S","W36.4 Rua e estrada","5"
"W365","","N","S","W36.5 Areas de comercio e de servicos","5"
"W366","","N","S","W36.6 Areas industriais e em construcao","5"
"W367","","N","S","W36.7 Fazenda","5"
"W368","","N","S","W36.8 Outr locais espec","5"
"W369","","N","S","W36.9 Local NE","5"
"W37","","S","N","W37   Explosao ruptura pneumat tubulac mang press","5"
"W370","","N","S","W37.0 Residencia","5"
"W371","","N","S","W37.1 Habitacao coletiva","5"
"W372","","N","S","W37.2 Escolas outr instit areas admin publica","5"
"W373","","N","S","W37.3 Area p/a pratica de esportes e atletismo","5"
"W374","","N","S","W37.4 Rua e estrada","5"
"W375","","N","S","W37.5 Areas de comercio e de servicos","5"
"W376","","N","S","W37.6 Areas industriais e em construcao","5"
"W377","","N","S","W37.7 Fazenda","5"
"W378","","N","S","W37.8 Outr locais espec","5"
"W379","","N","S","W37.9 Local NE","5"
"W38","","S","N","W38   Explosao ruptura outr ap pressurizados espec","5"
"W380","","N","S","W38.0 Residencia","5"
"W381","","N","S","W38.1 Habitacao coletiva","5"
"W382","","N","S","W38.2 Escolas outr instit areas admin publica","5"
"W383","","N","S","W38.3 Area p/a pratica de esportes e atletismo","5"
"W384","","N","S","W38.4 Rua e estrada","5"
"W385","","N","S","W38.5 Areas de comercio e de servicos","5"
"W386","","N","S","W38.6 Areas industriais e em construcao","5"
"W387","","N","S","W38.7 Fazenda","5"
"W388","","N","S","W38.8 Outr locais espec","5"
"W389","","N","S","W38.9 Local NE","5"
"W39","","S","N","W39   Queima de fogos de artificio","5"
"W390","","N","S","W39.0 Residencia","5"
"W391","","N","S","W39.1 Habitacao coletiva","5"
"W392","","N","S","W39.2 Escolas outr instit areas admin publica","5"
"W393","","N","S","W39.3 Area p/a pratica de esportes e atletismo","5"
"W394","","N","S","W39.4 Rua e estrada","5"
"W395","","N","S","W39.5 Areas de comercio e de servicos","5"
"W396","","N","S","W39.6 Areas industriais e em construcao","5"
"W397","","N","S","W39.7 Fazenda","5"
"W398","","N","S","W39.8 Outr locais espec","5"
"W399","","N","S","W39.9 Local NE","5"
"W40","","S","N","W40   Explosao de outr materiais","5"
"W400","","N","S","W40.0 Residencia","5"
"W401","","N","S","W40.1 Habitacao coletiva","5"
"W402","","N","S","W40.2 Escolas outr instit areas admin publica","5"
"W403","","N","S","W40.3 Area p/a pratica de esportes e atletismo","5"
"W404","","N","S","W40.4 Rua e estrada","5"
"W405","","N","S","W40.5 Areas de comercio e de servicos","5"
"W406","","N","S","W40.6 Areas industriais e em construcao","5"
"W407","","N","S","W40.7 Fazenda","5"
"W408","","N","S","W40.8 Outr locais espec","5"
"W409","","N","S","W40.9 Local NE","5"
"W41","","S","N","W41   Exposicao a um jato de alta pressao","5"
"W410","","N","S","W41.0 Residencia","5"
"W411","","N","S","W41.1 Habitacao coletiva","5"
"W412","","N","S","W41.2 Escolas outr instit areas admin publica","5"
"W413","","N","S","W41.3 Area p/a pratica de esportes e atletismo","5"
"W414","","N","S","W41.4 Rua e estrada","5"
"W415","","N","S","W41.5 Areas de comercio e de servicos","5"
"W416","","N","S","W41.6 Areas industriais e em construcao","5"
"W417","","N","S","W41.7 Fazenda","5"
"W418","","N","S","W41.8 Outr locais espec","5"
"W419","","N","S","W41.9 Local NE","5"
"W42","","S","N","W42   Exposicao ao ruido","5"
"W420","","N","S","W42.0 Residencia","5"
"W421","","N","S","W42.1 Habitacao coletiva","5"
"W422","","N","S","W42.2 Escolas outr instit areas admin publica","5"
"W423","","N","S","W42.3 Area p/a pratica de esportes e atletismo","5"
"W424","","N","S","W42.4 Rua e estrada","5"
"W425","","N","S","W42.5 Areas de comercio e de servicos","5"
"W426","","N","S","W42.6 Areas industriais e em construcao","5"
"W427","","N","S","W42.7 Fazenda","5"
"W428","","N","S","W42.8 Outr locais espec","5"
"W429","","N","S","W42.9 Local NE","5"
"W43","","S","N","W43   Exposicao a vibracao","5"
"W430","","N","S","W43.0 Residencia","5"
"W431","","N","S","W43.1 Habitacao coletiva","5"
"W432","","N","S","W43.2 Escolas outr instit areas admin publica","5"
"W433","","N","S","W43.3 Area p/a pratica de esportes e atletismo","5"
"W434","","N","S","W43.4 Rua e estrada","5"
"W435","","N","S","W43.5 Areas de comercio e de servicos","5"
"W436","","N","S","W43.6 Areas industriais e em construcao","5"
"W437","","N","S","W43.7 Fazenda","5"
"W438","","N","S","W43.8 Outr locais espec","5"
"W439","","N","S","W43.9 Local NE","5"
"W44","","S","N","W44   Penetr corpo estranho olho orificio natural","5"
"W440","","N","S","W44.0 Residencia","5"
"W441","","N","S","W44.1 Habitacao coletiva","5"
"W442","","N","S","W44.2 Escolas outr instit areas admin publica","5"
"W443","","N","S","W44.3 Area p/a pratica de esportes e atletismo","5"
"W444","","N","S","W44.4 Rua e estrada","5"
"W445","","N","S","W44.5 Areas de comercio e de servicos","5"
"W446","","N","S","W44.6 Areas industriais e em construcao","5"
"W447","","N","S","W44.7 Fazenda","5"
"W448","","N","S","W44.8 Outr locais espec","5"
"W449","","N","S","W44.9 Local NE","5"
"W45","","S","N","W45   Penetracao corpo objeto estranho pele","5"
"W450","","N","S","W45.0 Residencia","5"
"W451","","N","S","W45.1 Habitacao coletiva","5"
"W452","","N","S","W45.2 Escolas outr instit areas admin publica","5"
"W453","","N","S","W45.3 Area p/a pratica de esportes e atletismo","5"
"W454","","N","S","W45.4 Rua e estrada","5"
"W455","","N","S","W45.5 Areas de comercio e de servicos","5"
"W456","","N","S","W45.6 Areas industriais e em construcao","5"
"W457","","N","S","W45.7 Fazenda","5"
"W458","","N","S","W45.8 Outr locais espec","5"
"W459","","N","S","W45.9 Local NE","5"
"W49","","S","N","W49   Exposicao outr forcas mecan inanimadas e NE","5"
"W490","","N","S","W49.0 Residencia","5"
"W491","","N","S","W49.1 Habitacao coletiva","5"
"W492","","N","S","W49.2 Escolas outr instit areas admin publica","5"
"W493","","N","S","W49.3 Area p/a pratica de esportes e atletismo","5"
"W494","","N","S","W49.4 Rua e estrada","5"
"W495","","N","S","W49.5 Areas de comercio e de servicos","5"
"W496","","N","S","W49.6 Areas industriais e em construcao","5"
"W497","","N","S","W49.7 Fazenda","5"
"W498","","N","S","W49.8 Outr locais espec","5"
"W499","","N","S","W49.9 Local NE","5"
"W50","","S","N","W50   Golpe panc pontape mord escor infl outr pess","5"
"W500","","N","S","W50.0 Residencia","5"
"W501","","N","S","W50.1 Habitacao coletiva","5"
"W502","","N","S","W50.2 Escolas outr instit areas admin publica","5"
"W503","","N","S","W50.3 Area p/a pratica de esportes e atletismo","5"
"W504","","N","S","W50.4 Rua e estrada","5"
"W505","","N","S","W50.5 Areas de comercio e de servicos","5"
"W506","","N","S","W50.6 Areas industriais e em construcao","5"
"W507","","N","S","W50.7 Fazenda","5"
"W508","","N","S","W50.8 Outr locais espec","5"
"W509","","N","S","W50.9 Local NE","5"
"W51","","S","N","W51   Colis entre duas pessoas","5"
"W510","","N","S","W51.0 Residencia","5"
"W511","","N","S","W51.1 Habitacao coletiva","5"
"W512","","N","S","W51.2 Escolas outr instit areas admin publica","5"
"W513","","N","S","W51.3 Area p/a pratica de esportes e atletismo","5"
"W514","","N","S","W51.4 Rua e estrada","5"
"W515","","N","S","W51.5 Areas de comercio e de servicos","5"
"W516","","N","S","W51.6 Areas industriais e em construcao","5"
"W517","","N","S","W51.7 Fazenda","5"
"W518","","N","S","W51.8 Outr locais espec","5"
"W519","","N","S","W51.9 Local NE","5"
"W52","","S","N","W52   Esmag empurr pisot multidao deband massa","5"
"W520","","N","S","W52.0 Residencia","5"
"W521","","N","S","W52.1 Habitacao coletiva","5"
"W522","","N","S","W52.2 Escolas outr instit areas admin publica","5"
"W523","","N","S","W52.3 Area p/a pratica de esportes e atletismo","5"
"W524","","N","S","W52.4 Rua e estrada","5"
"W525","","N","S","W52.5 Areas de comercio e de servicos","5"
"W526","","N","S","W52.6 Areas industriais e em construcao","5"
"W527","","N","S","W52.7 Fazenda","5"
"W528","","N","S","W52.8 Outr locais espec","5"
"W529","","N","S","W52.9 Local NE","5"
"W53","","S","N","W53   Mordedura de rato","5"
"W530","","N","S","W53.0 Residencia","5"
"W531","","N","S","W53.1 Habitacao coletiva","5"
"W532","","N","S","W53.2 Escolas outr instit areas admin publica","5"
"W533","","N","S","W53.3 Area p/a pratica de esportes e atletismo","5"
"W534","","N","S","W53.4 Rua e estrada","5"
"W535","","N","S","W53.5 Areas de comercio e de servicos","5"
"W536","","N","S","W53.6 Areas industriais e em construcao","5"
"W537","","N","S","W53.7 Fazenda","5"
"W538","","N","S","W53.8 Outr locais espec","5"
"W539","","N","S","W53.9 Local NE","5"
"W54","","S","N","W54   Mordedura ou golpe provocado p/cao","5"
"W540","","N","S","W54.0 Residencia","5"
"W541","","N","S","W54.1 Habitacao coletiva","5"
"W542","","N","S","W54.2 Escolas outr instit areas admin publica","5"
"W543","","N","S","W54.3 Area p/a pratica de esportes e atletismo","5"
"W544","","N","S","W54.4 Rua e estrada","5"
"W545","","N","S","W54.5 Areas de comercio e de servicos","5"
"W546","","N","S","W54.6 Areas industriais e em construcao","5"
"W547","","N","S","W54.7 Fazenda","5"
"W548","","N","S","W54.8 Outr locais espec","5"
"W549","","N","S","W54.9 Local NE","5"
"W55","","S","N","W55   Mordedura golpe provoc outr animais mamif","5"
"W550","","N","S","W55.0 Residencia","5"
"W551","","N","S","W55.1 Habitacao coletiva","5"
"W552","","N","S","W55.2 Escolas outr instit areas admin publica","5"
"W553","","N","S","W55.3 Area p/a pratica de esportes e atletismo","5"
"W554","","N","S","W55.4 Rua e estrada","5"
"W555","","N","S","W55.5 Areas de comercio e de servicos","5"
"W556","","N","S","W55.6 Areas industriais e em construcao","5"
"W557","","N","S","W55.7 Fazenda","5"
"W558","","N","S","W55.8 Outr locais espec","5"
"W559","","N","S","W55.9 Local NE","5"
"W56","","S","N","W56   Contato c/animais marinhos","5"
"W560","","N","S","W56.0 Residencia","5"
"W561","","N","S","W56.1 Habitacao coletiva","5"
"W562","","N","S","W56.2 Escolas outr instit areas admin publica","5"
"W563","","N","S","W56.3 Area p/a pratica de esportes e atletismo","5"
"W564","","N","S","W56.4 Rua e estrada","5"
"W565","","N","S","W56.5 Areas de comercio e de servicos","5"
"W566","","N","S","W56.6 Areas industriais e em construcao","5"
"W567","","N","S","W56.7 Fazenda","5"
"W568","","N","S","W56.8 Outr locais espec","5"
"W569","","N","S","W56.9 Local NE","5"
"W57","","S","N","W57   Morded picadas inseto outr artrop n-venen","5"
"W570","","N","S","W57.0 Residencia","5"
"W571","","N","S","W57.1 Habitacao coletiva","5"
"W572","","N","S","W57.2 Escolas outr instit areas admin publica","5"
"W573","","N","S","W57.3 Area p/a pratica de esportes e atletismo","5"
"W574","","N","S","W57.4 Rua e estrada","5"
"W575","","N","S","W57.5 Areas de comercio e de servicos","5"
"W576","","N","S","W57.6 Areas industriais e em construcao","5"
"W577","","N","S","W57.7 Fazenda","5"
"W578","","N","S","W57.8 Outr locais espec","5"
"W579","","N","S","W57.9 Local NE","5"
"W58","","S","N","W58   Mordedura golpe provoc crocodilo ou aligator","5"
"W580","","N","S","W58.0 Residencia","5"
"W581","","N","S","W58.1 Habitacao coletiva","5"
"W582","","N","S","W58.2 Escolas outr instit areas admin publica","5"
