,CID10,Count,DESCR
8541,Q604,2,Q60.4 Hipoplasia renal bilateral
8542,O925,2,O92.5 Suspensao da lactacao
8543,L118,2,L11.8 Outr afeccoes acantoliticas espec
8544,Y541,2,Y54.1 Antagonistas dos mineralocorticoides
8545,W799,2,W79.9 Local NE
8546,Z202,2,Z20.2 Contato exposicao infecc transm pred sexual
8547,I412,2,I41.2 Miocardite outr doenc infecc e parasit COP
8548,N044,2,N04.4 Glomerulonefrite prolifer endocapilar difusa
8549,V395,2,V39.5 Passageiro colis outr veic NE mot acid trans
8550,A673,2,A67.3 Lesoes mistas da pinta
8551,E731,2,E73.1 Defic secund de lactase
8552,Q445,2,Q44.5 Outr malformacoes congen das vias biliares
8553,W682,2,W68.2 Escolas outr instit areas admin publica
8554,W873,2,W87.3 Area p/a pratica de esportes e atletismo
8555,V591,2,V59.1 Passageiro colis outr veic NE mot ac n-trans
8556,M011,2,M01.1 Artrite tuberc
8557,X970,2,X97.0 Residencia
8558,A984,2,A98.4 Doenc p/virus Ebola
8559,Y620,2,Y62.0 Durante intervencao cirurgica
8560,D816,2,D81.6 Defic major classe I complexo histocompatib
8561,A240,2,A24.0 Mormo
8562,Y350,2,Y35.0 Intervencao legal envolv uso armas de fogo
8563,V172,2,V17.2 Ciclista NE em acid n-trans
8564,X979,2,X97.9 Local NE
8565,S958,2,S95.8 Traum outr vasos sang nivel tornozelo e pe
8566,B653,2,B65.3 Dermatite p/cercarias
8567,E001,2,E00.1 Sindr defic congen iodo tipo mixedematoso
8568,Z877,2,Z87.7 Hist pess malform deform congen anom cromos
8569,Y420,2,Y42.0 Glicocorticoides e analogos sinteticos
8570,K054,2,K05.4 Periodontose
8571,W300,2,W30.0 Residencia
8572,X006,2,X00.6 Areas industriais e em construcao
8573,Z893,2,Z89.3 Ausencia adquir de ambos membros super
8574,Q564,2,Q56.4 Sexo indeterminado NE
8575,W169,2,W16.9 Local NE
8576,Q803,2,Q80.3 Eritrodermia ictiosiforme bulhosa congen
8577,Y429,2,Y42.9 Outr antogonistas hormonais e os NE
8578,O986,2,O98.6 Doenc caus protozoar compl grav parto puerp
8579,X008,2,X00.8 Outr locais espec
8580,H476,2,H47.6 Transt do cortex visual
8581,A208,2,A20.8 Outr form de peste
8582,Y441,2,Y44.1 Vit B12 acid folic out prep presc anem megal
8583,W219,2,W21.9 Local NE
8584,K033,2,K03.3 Reabsorcao patologica dos dentes
8585,Y630,2,Y63.0 Admin quant excess sang outr liq transf inf
8586,P745,2,P74.5 Tirosinemia transitoria do recem-nascido
8587,B658,2,B65.8 Outr esquistossomoses
8588,W345,2,W34.5 Areas de comercio e de servicos
8589,V845,2,V84.5 Condutor acid n-trans
8590,A698,2,A69.8 Outr infecc espec p/espiroquetas
8591,P103,2,P10.3 Hemorragia subaracnoidea dev traum de parto
8592,W502,2,W50.2 Escolas outr instit areas admin publica
8593,Z258,2,Z25.8 Necess imuniz outr doenc virais unicas espec
8594,Q862,2,Q86.2 Dismorfismo dev Warfarin
8595,F169,2,F16.9 Transt mental ou comport NE
8596,W073,2,W07.3 Area p/a pratica de esportes e atletismo
8597,Z092,2,Z09.2 Exame seguim apos quimioterap p/outr afecc
8598,B677,2,B67.7 Infestacao NE p/Echinococcus multilocularis
8599,Q333,2,Q33.3 Agenesia do pulmao
8600,A801,2,A80.1 Poliomiel paral aguda virus selvagem import
8601,E678,2,E67.8 Outr form espec de hiperalimentacao
8602,E725,2,E72.5 Disturbios do metabolismo da glicina
8603,D681,2,D68.1 Defic hereditaria de fator XI
8604,M361,2,M36.1 Artropatia em doenc neoplasicas classif
8605,G735,2,G73.5 Miopatia em doenc endocrinas
8606,M902,2,M90.2 Osteopatia em outr doenc infecc COP
8607,T204,2,T20.4 Corrosao da cabeca e do pescoco grau NE
8608,Z830,2,Z83.0 Historia familiar de doenc p/HIV
8609,A799,2,A79.9 Rickettsiose NE
8610,V840,2,V84.0 Condutor acid trans
8611,V790,2,V79.0 Condutor colis outr veic NE mot acid n-trans
8612,D564,2,D56.4 Persistencia hereditaria hemoglobina fetal
8613,W793,2,W79.3 Area p/a pratica de esportes e atletismo
8614,S759,2,S75.9 Traum vaso sanguineo NE nivel quadril e coxa
8615,Z384,2,Z38.4 Gemeos nascidos fora de hospital
8616,V828,2,V82.8 Outr acid transp espec
8617,W455,2,W45.5 Areas de comercio e de servicos
8618,V860,2,V86.0 Condutor acid trans
8619,E133,2,E13.3 C/compl oftalmicas
8620,E741,2,E74.1 Disturbios do metabolismo da frutose
8621,T365,2,T36.5 Aminoglicosideos
8622,F812,2,F81.2 Transt especifico habilidade em aritmetica
8623,E753,2,E75.3 Esfingolipidose NE
8624,P128,2,P12.8 Outr lesoes couro cabeludo dev traum parto
8625,B719,2,B71.9 Infestacao NE p/cestoides
8626,P714,2,P71.4 Hipoparatiroidismo neonatal transitorio
8627,Y496,2,Y49.6 Psicodislepticos
8628,Q500,2,Q50.0 Ausencia congen dos ovarios
8629,D730,2,D73.0 Hipoesplenismo
8630,V462,2,V46.2 Pessoa viajando ext veic acid n-trans
8631,Y628,2,Y62.8 Durante prest outr cuidado cirurg e medico
8632,N081,2,N08.1 Transt glomerulares em doenc neoplasicas
8633,W222,2,W22.2 Escolas outr instit areas admin publica
8634,T134,2,T13.4 Traum vaso sang NE membro infer nivel NE
8635,A371,2,A37.1 Coqueluche p/Bordetella parapertussis
8636,W054,2,W05.4 Rua e estrada
8637,N014,2,N01.4 Glomerulonefrite prolifer endocapilar difusa
8638,T863,2,T86.3 Falencia rejeic transpl duplo coracao pulmao
8639,T619,2,T61.9 Efeito toxico de frutos do mar NE
8640,Y292,2,Y29.2 Escolas outr instit areas admin publica
8641,O678,2,O67.8 Outr hemorragias intraparto
8642,A484,2,A48.4 Febre purpurica do Brasil
8643,W875,2,W87.5 Areas de comercio e de servicos
8644,M031,2,M03.1 Artropatia pos-infecc na sifilis
8645,L532,2,L53.2 Eritema marginado
8646,Y607,2,Y60.7 Durante a admin de enema
8647,Q121,2,Q12.1 Luxacao congen do cristalino
8648,W279,2,W27.9 Local NE
8649,I392,2,I39.2 Transt da valva tricuspide em doenc COP
8650,T504,2,T50.4 Drogas que agem sobre metab acido urico
8651,T217,2,T21.7 Corrosao de 3.grau do tronco
8652,S157,2,S15.7 Traum de mult vasos sanguineos nivel pescoco
8653,W111,2,W11.1 Habitacao coletiva
8654,X294,2,X29.4 Rua e estrada
8655,Z870,2,Z87.0 Historia pessoal de doenc aparelho respirat
8656,S042,2,S04.2 Traum do nervo troclear
8657,Q630,2,Q63.0 Rim supranumerario
8658,X204,2,X20.4 Rua e estrada
8659,T635,2,T63.5 Contato c/peixe
8660,O355,2,O35.5 Assist prest mae lesao fetal causada drogas
8661,Y086,2,Y08.6 Areas industriais e em construcao
8662,Q902,2,Q90.2 Trissomia 21 translocacao
8663,Y444,2,Y44.4 Drogas antitromboticas
8664,Q134,2,Q13.4 Outr malformacoes congen da cornea
8665,H948,2,H94.8 Outr transt espec do ouvido em doenc COP
8666,Z531,2,Z53.1 Proc n real dev dec pac raz crenc grup press
8667,W454,2,W45.4 Rua e estrada
8668,X859,2,X85.9 Local NE
8669,Q331,2,Q33.1 Lobo pulmonar supranumerario
8670,L945,2,L94.5 Poiquilodermia vascular atrofica
8671,W781,2,W78.1 Habitacao coletiva
8672,Z023,2,Z02.3 Exame p/a incorporacao nas forcas armadas
8673,A190,2,A19.0 Tuberc miliar aguda de localiz unica espec
8674,Y588,2,Y58.8 Vacinas bacter mistas exc incl antipertussis
8675,X669,2,X66.9 Local NE
8676,R770,2,R77.0 Anormalidade da albumina
8677,X605,2,X60.5 Areas de comercio e de servicos
8678,W648,2,W64.8 Outr locais espec
8679,X996,2,X99.6 Areas industriais e em construcao
8680,Q041,2,Q04.1 Arrinencefalia
8681,F165,2,F16.5 Transt psicotico
8682,Y539,2,Y53.9 Subst atuam prim aparelho gastrointest NE
8683,T521,2,T52.1 Benzeno
8684,Z375,2,Z37.5 Outr nascimentos mult todos nativivos
8685,V583,2,V58.3 Ocupante NE acid n-trans
8686,Y131,2,Y13.1 Habitacao coletiva
8687,E518,2,E51.8 Outr manifestacoes da defic de tiamina
8688,G574,2,G57.4 Lesao do nervo popliteo medial
8689,Y901,2,Y90.1 Alcoolemia de 20-39 mg/100ml
8690,D748,2,D74.8 Outr metemoglobinemias
8691,S043,2,S04.3 Traum do nervo trigemeo
8692,W129,2,W12.9 Local NE
8693,Z374,2,Z37.4 Nascimento gemelar gemeos natimortos
8694,P038,2,P03.8 Fet rec-nasc afet out comp esp trb part part
8695,N055,2,N05.5 Glomerulonefrite mesangiocapilar difusa
8696,S452,2,S45.2 Traum da veia axilar ou braquial
8697,T493,2,T49.3 Emolientes demulcentes e protetores
8698,B421,2,B42.1 Esporotricose linfocutanea
8699,V810,2,V81.0 Colis veic mot acid n-trans
8700,A951,2,A95.1 Febre amarela urbana
8701,T466,2,T46.6 Drog antihiperlipemicas antiarteriosclerotic
8702,T245,2,T24.5 Corros 1.grau quadr membr inf exc tornoz pe
8703,R875,2,R87.5 Achados microbiologicos anormais
8704,X211,2,X21.1 Habitacao coletiva
8705,Y722,2,Y72.2 Proteses outr impl incl materiais acessorios
8706,I362,2,I36.2 Estenose tricuspide c/insuf nao-reumatica
8707,B375,2,B37.5 Meningite p/Candida
8708,V914,2,V91.4 Barco a vela
8709,T494,2,T49.4 Ceratol ceratopl out drog prepar trat cabelo
8710,T496,2,T49.6 Drogas preparacoes uso otorrinolaringologico
8711,A378,2,A37.8 Coqueluche p/outr especies da Bordetella
8712,L902,2,L90.2 Anetodermia de Jadassohn-Pellizzari
8713,W002,2,W00.2 Escolas outr instit areas admin publica
8714,X911,2,X91.1 Habitacao coletiva
8715,X784,2,X78.4 Rua e estrada
8716,S857,2,S85.7 Traum de mult vasos sanguineos nivel perna
8717,T731,2,T73.1 Efeitos da sede
8718,X626,2,X62.6 Areas industriais e em construcao
8719,X450,2,X45.0 Residencia
8720,B814,2,B81.4 Helmintiases intestinais mistas
8721,W504,2,W50.4 Rua e estrada
8722,Y436,2,Y43.6 Enzimas NCOP
8723,X269,2,X26.9 Local NE
8724,Q110,2,Q11.0 Olho cistico
8725,W324,2,W32.4 Rua e estrada
8726,W605,2,W60.5 Areas de comercio e de servicos
8727,T732,2,T73.2 Exaustao dev intemperies
8728,T456,2,T45.6 Drogas que afetam a fibrinolise
8729,P001,2,P00.1 Fet rec-nasc afet doenc mat renais vias urin
8730,W748,2,W74.8 Outr locais espec
8731,E648,2,E64.8 Sequelas de outr defic nutricionais
8732,Y783,2,Y78.3 Instrumentos materiais aparelhos cirurgicos
8733,Q823,2,Q82.3 Incontinentia pigmenti
8734,W680,2,W68.0 Residencia
8735,W749,2,W74.9 Local NE
8736,T225,2,T22.5 Corrosao 1.grau ombr membr sup exc punho mao
8737,P962,2,P96.2 Sint abstinencia uso drogas terap rec-nasc
8738,J661,2,J66.1 Doenc dos cardadores de linho
8739,Y619,2,Y61.9 Durante prest cuidado cirurgico e medico NE
8740,X698,2,X69.8 Outr locais espec
8741,A568,2,A56.8 Infecc p/clamid transm p/via sex outr local
8742,L237,2,L23.7 Dermatite alerg contato dev plantas exc alim
8743,X933,2,X93.3 Area p/a pratica de esportes e atletismo
8744,E201,2,E20.1 Pseudohipoparatireoidismo
8745,L631,2,L63.1 Alopecia universal
8746,X733,2,X73.3 Area p/a pratica de esportes e atletismo
8747,W640,2,W64.0 Residencia
8748,Y517,2,Y51.7 Antagonistas beta-adrenorreceptores NCOP
8749,X678,2,X67.8 Outr locais espec
8750,A924,2,A92.4 Febre do vale do Rift
8751,Q991,2,Q99.1 Hermafrodite verdadeiro 46 XX
8752,W062,2,W06.2 Escolas outr instit areas admin publica
8753,X237,2,X23.7 Fazenda
8754,Y050,2,Y05.0 Residencia
8755,Z764,2,Z76.4 Outr pensionistas estab de cuidados de saude
8756,Z610,2,Z61.0 Perda de relacao afetiva na infancia
8757,L45,2,L45   Afeccoes papulo-descamativas em doenc COP
8758,T448,2,T44.8 Bloqueador neuron adrenerg acao central NCOP
8759,W990,2,W99.0 Residencia
8760,Q715,2,Q71.5 Defeito de reducao longitudinal do cubito
8761,X646,2,X64.6 Areas industriais e em construcao
8762,S654,2,S65.4 Traum de vasos sanguineos do polegar
8763,Y880,2,Y88.0 Seq efeit adv drog medic subst biol terapeut
8764,A171,2,A17.1 Tuberculoma meningeo
8765,T673,2,T67.3 Exaustao dev calor e a perda hidrica
8766,A710,2,A71.0 Fase inicial do tracoma
8767,T530,2,T53.0 Tetracloreto de carbono
8768,Y523,2,Y52.3 Vasodilatadores coronarianos NCOP
8769,Z223,2,Z22.3 Portador de outr doenc bacter espec
8770,T484,2,T48.4 Expectorantes
8771,E164,2,E16.4 Secrecao anormal de gastrina
8772,Y449,2,Y44.9 Outr subst farm atuam s/const sangue e as NE
8773,G722,2,G72.2 Miopatia dev outr agentes toxicos
8774,P014,2,P01.4 Fet rec-nasc afetados p/gravidez ectopica
8775,Y031,2,Y03.1 Habitacao coletiva
8776,V466,2,V46.6 Passageiro acid trans
8777,M903,2,M90.3 Osteonecrose em mal dos caixoes
8778,Y088,2,Y08.8 Outr locais espec
8779,W553,2,W55.3 Area p/a pratica de esportes e atletismo
8780,S652,2,S65.2 Traum do arco palmar superf
8781,X267,2,X26.7 Fazenda
8782,Y538,2,Y53.8 Outr subst que atuam prim ap gastrointest
8783,Y490,2,Y49.0 Antidepressivos triciclos e tetraciclicos
8784,Z804,2,Z80.4 Historia familiar neopl malig org genitais
8785,V211,2,V21.1 Passageiro acid n-trans
8786,X139,2,X13.9 Local NE
8787,Y870,2,Y87.0 Sequelas de lesoes autoprovocadas intenc
8788,Q959,2,Q95.9 Rearranjos e marcadores equilibrados NE
8789,B442,2,B44.2 Aspergilose amigdaliana
8790,Z758,2,Z75.8 Outr dific esp relac facil med out cuid saud
8791,T133,2,T13.3 Traum de nervo NE de membro infer nivel NE
8792,Y008,2,Y00.8 Outr locais espec
8793,Y813,2,Y81.3 Instrumentos materiais aparelhos cirurgicos
8794,N162,2,N16.2 Transt renais tub-inter doen sang trans imun
8795,X792,2,X79.2 Escolas outr instit areas admin publica
8796,Y433,2,Y43.3 Outr drogas antineoplasicas
8797,V169,2,V16.9 Ciclista NE em acid trans
8798,O048,2,O04.8 Compl ou NE c/outr complic ou c/complic NE
8799,T411,2,T41.1 Anestesicos intravenosos
8800,X274,2,X27.4 Rua e estrada
8801,X297,2,X29.7 Fazenda
8802,B853,2,B85.3 Ftiriase
8803,J954,2,J95.4 Sindr de Mendelson
8804,Z882,2,Z88.2 Historia pessoal de alergia as sulfonamidas
8805,Q186,2,Q18.6 Macroqueilia
8806,P110,2,P11.0 Edema cerebral dev traum de parto
8807,Y772,2,Y77.2 Proteses outr impl incl materiais acessorios
8808,Z700,2,Z70.0 Acompanhament relat atitud materia sexualid
8809,F117,2,F11.7 Trans psicotico residual instalacao tard
8810,X226,2,X22.6 Areas industriais e em construcao
8811,Z876,2,Z87.6 Hist pess afecc orig periodo perinatal
8812,A032,2,A03.2 Shiguelose dev Shigella boydii
8813,X854,2,X85.4 Rua e estrada
8814,Z750,2,Z75.0 Falta disponib servicos medicos no domicilio
8815,T836,2,T83.6 Inf reac inf dev disp prot impl enx trat gen
8816,S145,2,S14.5 Traum dos nervos simpaticos do pescoco
8817,V431,2,V43.1 Passageiro acid n-trans
8818,X441,2,X44.1 Habitacao coletiva
8819,Z842,2,Z84.2 Historia familiar outr doenc ap geniturinar
8820,N271,2,N27.1 Hipoplasia renal bilateral
8821,Z880,2,Z88.0 Historia pessoal de alergia a penicilina
8822,B942,2,B94.2 Sequelas de hepatite viral
8823,Z046,2,Z04.6 Exame psiquiatr geral requerido p/autoridade
8824,P760,2,P76.0 Sindr da rolha de meconio
8825,B471,2,B47.1 Actinomicetoma
8826,X460,2,X46.0 Residencia
8827,Y760,2,Y76.0 Disp p/fins diagn ou de monitorizacao
8828,W072,2,W07.2 Escolas outr instit areas admin publica
8829,X611,2,X61.1 Habitacao coletiva
8830,B831,2,B83.1 Gnatostomiase
8831,W141,2,W14.1 Habitacao coletiva
8832,V960,2,V96.0 Acid de balao causando traum a ocup
8833,N053,2,N05.3 Glomerulonefrite prolifer mesangial difusa
8834,Q184,2,Q18.4 Macrostomia
8835,S355,2,S35.5 Traum de vaso sanguineo iliaco
8836,W791,2,W79.1 Habitacao coletiva
8837,X633,2,X63.3 Area p/a pratica de esportes e atletismo
8838,T739,2,T73.9 Efeito NE de privacao
8839,A431,2,A43.1 Nocardiose cutanea
8840,V215,2,V21.5 Passageiro acid trans
8841,Y195,2,Y19.5 Areas de comercio e de servicos
8842,P60,2,P60   Coagulacao intravasc dissem feto rec-nasc
8843,V775,2,V77.5 Condutor acid trans
8844,F515,2,F51.5 Pesadelos
8845,Q411,2,Q41.1 Ausencia atresia e estenose congen do jejuno
8846,W137,2,W13.7 Fazenda
8847,Q773,2,Q77.3 Condrodisplasia puntacta
8848,Q775,2,Q77.5 Displasia diastrofica
8849,X617,2,X61.7 Fazenda
8850,P720,2,P72.0 Bocio neonatal NCOP
8851,H536,2,H53.6 Cegueira noturna
8852,Y654,2,Y65.4 Falha introd remocao outr canulas instrum
8853,Q112,2,Q11.2 Microftalmia
8854,Q272,2,Q27.2 Outr malformacoes congen da arteria renal
8855,B789,2,B78.9 Estrongiloidiase NE
8856,C952,2,C95.2 Leucemia subaguda de tipo celular NE
8857,Q164,2,Q16.4 Outr malformacoes congen do ouvido medio
8858,E500,2,E50.0 Defic de vitamina A c/xerose conjuntival
8859,T491,2,T49.1 Antipruriginosos
8860,O352,2,O35.2 Assist prest mae p/doenc hereditaria do feto
8861,T318,2,T31.8 Queim envolv de 80-89% da superf corporal
8862,Q042,2,Q04.2 Holoprosencefalia
8863,Y723,2,Y72.3 Instrumentos materiais aparelhos cirurgicos
8864,Z836,2,Z83.6 Historia familiar de doenc aparelho respirat
8865,S079,2,S07.9 Lesao p/esmag da cabeca parte NE
8866,D581,2,D58.1 Eliptocitose hereditaria
8867,R786,2,R78.6 Presenca de agente esteroide no sangue
8868,C571,2,C57.1 Ligamento largo
8869,I312,2,I31.2 Hemopericardio NCOP
8870,N015,2,N01.5 Glomerulonefrite mesangiocapilar difusa
8871,E771,2,E77.1 Defeitos na degradacao das glicoproteinas
8872,Y847,2,Y84.7 Amostra de sangue
8873,R853,2,R85.3 Nivel anormal subst origem essenc nao medic
8874,Q601,2,Q60.1 Agenesia bilateral do rim
8875,A671,2,A67.1 Lesoes intermediarias da pinta
8876,L758,2,L75.8 Outr afeccoes gland sudoriparas apocrinas
8877,V050,2,V05.0 Acid n-trans
8878,T97,2,T97   Sequelas efeit tox subst orig pred nao-medic
8879,X991,2,X99.1 Habitacao coletiva
8880,Y905,2,Y90.5 Alcoolemia de 100-119 mg/100ml
8881,S453,2,S45.3 Traum de veia superf ao nivel ombro e braco
8882,W035,2,W03.5 Areas de comercio e de servicos
8883,T041,2,T04.1 Traum p/esm env torax abd part inf dors pelv
8884,T453,2,T45.3 Enzimas NCOP
8885,D596,2,D59.6 Hemoglobinuria dev hemolise p/outr caus ext
8886,Z903,2,Z90.3 Ausencia adquir de parte do estomago
8887,X444,2,X44.4 Rua e estrada
8888,Y566,2,Y56.6 Medic prep usados em otorrinolaringologia
8889,A691,2,A69.1 Outr infecc de Vincent
8890,F638,2,F63.8 Outr transt dos habitos e dos impulsos
8891,W268,2,W26.8 Outr locais espec
8892,W253,2,W25.3 Area p/a pratica de esportes e atletismo
8893,Q158,2,Q15.8 Outr malformacoes congen espec do olho
8894,Q702,2,Q70.2 Coalescencia dos artelhos
8895,T054,2,T05.4 Amput traum de um pe e outr perna
8896,D315,2,D31.5 Gland e dos canais lacrimais
8897,W135,2,W13.5 Areas de comercio e de servicos
8898,Z808,2,Z80.8 Hist familiar neopl malig outr org aparelhos
8899,E009,2,E00.9 Sindr da defic congen de iodo NE
8900,R852,2,R85.2 Nivel anormal outr drog medic subst biolog
8901,L652,2,L65.2 Alopecia mucinosa
8902,Z625,2,Z62.5 Outr probl relac c/negl educacao dos filhos
8903,M124,2,M12.4 Hidrartrose intermitente
8904,Z806,2,Z80.6 Historia familiar de leucemia
8905,T338,2,T33.8 Geladura superf do tornozelo e do pe
8906,P148,2,P14.8 Out les out part sist nerv perif traum parto
8907,Q812,2,Q81.2 Epidermolise bolhosa distrofica
8908,B409,2,B40.9 Blastomicose NE
8909,Y732,2,Y73.2 Proteses outr impl incl materiais acessorios
8910,Z203,2,Z20.3 Contato exposicao a raiva
8911,A201,2,A20.1 Peste celulocutanea
8912,B218,2,B21.8 Doenc p/HIV result em outr neopl malig
8913,W063,2,W06.3 Area p/a pratica de esportes e atletismo
8914,X688,2,X68.8 Outr locais espec
8915,X080,2,X08.0 Residencia
8916,P818,2,P81.8 Outr disturb espec regulacao term rec-nasc
8917,Y149,2,Y14.9 Local NE
8918,F178,2,F17.8 Outr transt mentais ou comport
8919,X217,2,X21.7 Fazenda
8920,B428,2,B42.8 Outr form de esporotricose
8921,A543,2,A54.3 Infecc gonococica do olho
8922,G361,2,G36.1 Leucoencefalite hemorragica aguda e subaguda
8923,R848,2,R84.8 Outr achados anormais
8924,W447,2,W44.7 Fazenda
8925,W698,2,W69.8 Outr locais espec
8926,Z974,2,Z97.4 Presenca de aparelho externo de surdez
8927,Y836,2,Y83.6 Remocao de um outr orgao
8928,G731,2,G73.1 Sindr de Eaton-Lambert
8929,R631,2,R63.1 Polidipsia
8930,A251,2,A25.1 Estreptobacilose
8931,Q950,2,Q95.0 Transloc ou insercao equilibr sujeito norm
8932,V437,2,V43.7 Pessoa viajando ext veic acid trans
8933,Q428,2,Q42.8 Ausenc atres estenose congen outr part colon
8934,X298,2,X29.8 Outr locais espec
8935,Q011,2,Q01.1 Encefalocele nasofrontal
8936,Z612,2,Z61.2 Padrao alterado relacoes familiares infancia
8937,Q788,2,Q78.8 Outr osteocondrodisplasias espec
8938,Y419,2,Y41.9 Antiinfecc e antiparasitarios sistemicos NE
8939,W004,2,W00.4 Rua e estrada
8940,T476,2,T47.6 Drogas antidiarreicas
8941,X728,2,X72.8 Outr locais espec
8942,G374,2,G37.4 Mielite subaguda necrotica
8943,X839,2,X83.9 Local NE
8944,F669,2,F66.9 Transt do desenvolv sexual NE
8945,W597,2,W59.7 Fazenda
8946,Z861,2,Z86.1 Historia pessoal de doenc infecc e parasit
8947,E002,2,E00.2 Sindr defic congen iodo tipo misto
8948,X212,2,X21.2 Escolas outr instit areas admin publica
8949,L562,2,L56.2 Dermatite p/fotocontato
8950,G231,2,G23.1 Oftalmoplegia supranuclear progressiva
8951,G547,2,G54.7 Sindr membro fantasma s/manifest dolorosa
8952,T434,2,T43.4 Neurolepticos tipo butirofenona e tioxanteno
8953,P913,2,P91.3 Irritabilidade cerebral neonatal
8954,Q558,2,Q55.8 Outr malform congen espec org genitais masc
8955,B458,2,B45.8 Outr form de criptococose
8956,E501,2,E50.1 Defic vitamina c/mancha de Bitot xerose conj
8957,K043,1,K04.3 Formacao anormal de tec duros na polpa
8958,Y616,1,Y61.6 Durante aspiracao puncao outr tipo cateter
8959,R857,1,R85.7 Achados histolog anormais
8960,B812,1,B81.2 Tricostrongilose
8961,O298,1,O29.8 Outr complic de anestesia durante a gravidez
8962,T366,1,T36.6 Rifamicinas
8963,Y198,1,Y19.8 Outr locais espec
8964,T329,1,T32.9 Corrosoes envolv 90% ou mais superf corporal
8965,P364,1,P36.4 Septicemia recem-nasc dev Escherichia coli
8966,B384,1,B38.4 Meningite p/coccidioidomicose
8967,Y95,1,Y95   Circunst relat condicoes nosocomiais
8968,V105,1,V10.5 Passageiro em acid trans
8969,X580,1,X58.0 Residencia
8970,Y524,1,Y52.4 Inibidores enzima de conversao angiotensina
8971,V440,1,V44.0 Condutor acid n-trans
